Symbol	id	trait	population	Chr	Start	End
TMEM132D	eqtl-a-ENSG00000151952	ENSG00000151952	European	12	129556271	130388570
TMEM132E	eqtl-a-ENSG00000181291	ENSG00000181291	European	17	32906601	32966337
TMEM134	eqtl-a-ENSG00000172663	ENSG00000172663	European	11	67229181	67236722
TMEM135	eqtl-a-ENSG00000166575	ENSG00000166575	European	11	86748976	87039866
TMEM138	eqtl-a-ENSG00000149483	ENSG00000149483	European	11	61129846	61136981
TMEM139	eqtl-a-ENSG00000178826	ENSG00000178826	European	7	142981992	142985142
TMEM140	eqtl-a-ENSG00000146859	ENSG00000146859	European	7	134832824	134850967
TMEM141	eqtl-a-ENSG00000244187	ENSG00000244187	European	9	139685796	139687769
TMEM143	eqtl-a-ENSG00000161558	ENSG00000161558	European	19	48835613	48867197
TMEM144	eqtl-a-ENSG00000164124	ENSG00000164124	European	4	159131638	159176568
TMEM147	eqtl-a-ENSG00000105677	ENSG00000105677	European	19	36036528	36038428
TMEM147-AS1	eqtl-a-ENSG00000236144	ENSG00000236144	European	19	36031640	36036931
TMEM14A	eqtl-a-ENSG00000096092	ENSG00000096092	European	6	52535911	52551386
TMEM14B	eqtl-a-ENSG00000137210	ENSG00000137210	European	6	10747992	10760007
TMEM14C	eqtl-a-ENSG00000111843	ENSG00000111843	European	6	10723303	10731360
TMEM14EP	eqtl-a-ENSG00000221962	ENSG00000221962	European	3	152057487	152058779
TMEM150A	eqtl-a-ENSG00000168890	ENSG00000168890	European	2	85825670	85829821
TMEM150B	eqtl-a-ENSG00000180061	ENSG00000180061	European	19	55824169	55836709
TMEM151B	eqtl-a-ENSG00000178233	ENSG00000178233	European	6	44238187	44247181
TMEM154	eqtl-a-ENSG00000170006	ENSG00000170006	European	4	153539780	153601149
TMEM156	eqtl-a-ENSG00000121895	ENSG00000121895	European	4	38968365	39034029
TMEM158	eqtl-a-ENSG00000249992	ENSG00000249992	European	3	45265958	45267779
TMEM160	eqtl-a-ENSG00000130748	ENSG00000130748	European	19	47549167	47551882
TMEM161A	eqtl-a-ENSG00000064545	ENSG00000064545	European	19	19229978	19249287
TMEM161B	eqtl-a-ENSG00000164180	ENSG00000164180	European	5	87484133	87564662
TMEM161B-DT	eqtl-a-ENSG00000247828	ENSG00000247828	European	5	87564699	87732491
TMEM163	eqtl-a-ENSG00000152128	ENSG00000152128	European	2	135213330	135476570
TMEM164	eqtl-a-ENSG00000157600	ENSG00000157600	European	X	109245891	109427479
TMEM165	eqtl-a-ENSG00000134851	ENSG00000134851	European	4	56262124	56292342
TMEM167A	eqtl-a-ENSG00000174695	ENSG00000174695	European	5	82348665	82373213
TMEM167AP2	eqtl-a-ENSG00000256210	ENSG00000256210	European	19	14903077	14903767
TMEM167B	eqtl-a-ENSG00000215717	ENSG00000215717	European	1	109633386	109639556
TMEM168	eqtl-a-ENSG00000146802	ENSG00000146802	European	7	112402432	112430448
TMEM169	eqtl-a-ENSG00000163449	ENSG00000163449	European	2	216946642	216967506
TMEM17	eqtl-a-ENSG00000186889	ENSG00000186889	European	2	62727353	62733330
TMEM170A	eqtl-a-ENSG00000166822	ENSG00000166822	European	16	75476952	75498635
TMEM170B	eqtl-a-ENSG00000205269	ENSG00000205269	European	6	11537982	11583757
TMEM171	eqtl-a-ENSG00000157111	ENSG00000157111	European	5	72416402	72427636
TMEM175	eqtl-a-ENSG00000127419	ENSG00000127419	European	4	926248	952444
TMEM176A	eqtl-a-ENSG00000002933	ENSG00000002933	European	7	150497857	150502206
TMEM176B	eqtl-a-ENSG00000106565	ENSG00000106565	European	7	150488389	150498448
TMEM177	eqtl-a-ENSG00000144120	ENSG00000144120	European	2	120436777	120481194
TMEM178B	eqtl-a-ENSG00000261115	ENSG00000261115	European	7	140773864	141180180
TMEM179B	eqtl-a-ENSG00000185475	ENSG00000185475	European	11	62554874	62557872
TMEM18	eqtl-a-ENSG00000151353	ENSG00000151353	European	2	663877	677406
TMEM181	eqtl-a-ENSG00000146433	ENSG00000146433	European	6	158957672	159056461
TMEM182	eqtl-a-ENSG00000170417	ENSG00000170417	European	2	103353394	103434138
TMEM183A	eqtl-a-ENSG00000163444	ENSG00000163444	European	1	202976502	202993976
TMEM183BP	eqtl-a-ENSG00000224831	ENSG00000224831	European	3	149700056	149701095
TMEM184A	eqtl-a-ENSG00000164855	ENSG00000164855	European	7	1581871	1595841
TMEM184B	eqtl-a-ENSG00000198792	ENSG00000198792	European	22	38615298	38669016
TMEM184C	eqtl-a-ENSG00000164168	ENSG00000164168	European	4	148538548	148557872
TMEM185B	eqtl-a-ENSG00000226479	ENSG00000226479	European	2	120975055	120980976
TMEM186	eqtl-a-ENSG00000184857	ENSG00000184857	European	16	8889037	8891496
TMEM187	eqtl-a-ENSG00000177854	ENSG00000177854	European	X	153238205	153248645
TMEM19	eqtl-a-ENSG00000139291	ENSG00000139291	European	12	72079862	72098827
TMEM191A	eqtl-a-ENSG00000226287	ENSG00000226287	European	22	21055402	21058891
TMEM191C	eqtl-a-ENSG00000206140	ENSG00000206140	European	22	21821676	21824224
TMEM192	eqtl-a-ENSG00000170088	ENSG00000170088	European	4	165991760	166034012
TMEM198	eqtl-a-ENSG00000188760	ENSG00000188760	European	2	220408385	220415317
TMEM198B	eqtl-a-ENSG00000182796	ENSG00000182796	European	12	56223392	56230030
TMEM199	eqtl-a-ENSG00000244045	ENSG00000244045	European	17	26684670	26690705
TMEM200A	eqtl-a-ENSG00000164484	ENSG00000164484	European	6	130687162	130764212
TMEM201	eqtl-a-ENSG00000188807	ENSG00000188807	European	1	9648969	9674935
TMEM202-AS1	eqtl-a-ENSG00000261423	ENSG00000261423	European	15	72700120	72766580
TMEM203	eqtl-a-ENSG00000187713	ENSG00000187713	European	9	140098534	140100100
TMEM204	eqtl-a-ENSG00000131634	ENSG00000131634	European	16	1578679	1605569
TMEM205	eqtl-a-ENSG00000105518	ENSG00000105518	European	19	11453454	11456944
TMEM208	eqtl-a-ENSG00000168701	ENSG00000168701	European	16	67261033	67263181
TMEM209	eqtl-a-ENSG00000146842	ENSG00000146842	European	7	129804553	129845246
TMEM214	eqtl-a-ENSG00000119777	ENSG00000119777	European	2	27255833	27264562
TMEM216	eqtl-a-ENSG00000187049	ENSG00000187049	European	11	61160059	61166318
TMEM217	eqtl-a-ENSG00000172738	ENSG00000172738	European	6	37179957	37225920
TMEM218	eqtl-a-ENSG00000150433	ENSG00000150433	European	11	124964285	124981522
TMEM219	eqtl-a-ENSG00000149932	ENSG00000149932	European	16	29973400	29984369
TMEM220	eqtl-a-ENSG00000187824	ENSG00000187824	European	17	10614450	10633340
TMEM220-AS1	eqtl-a-ENSG00000263400	ENSG00000263400	European	17	10633094	10718481
TMEM221	eqtl-a-ENSG00000188051	ENSG00000188051	European	19	17546318	17559477
TMEM222	eqtl-a-ENSG00000186501	ENSG00000186501	European	1	27648654	27662891
TMEM223	eqtl-a-ENSG00000168569	ENSG00000168569	European	11	62557443	62559478
TMEM225B	eqtl-a-ENSG00000244219	ENSG00000244219	European	7	99195890	99208668
TMEM229B	eqtl-a-ENSG00000198133	ENSG00000198133	European	14	67936986	68000567
TMEM230	eqtl-a-ENSG00000089063	ENSG00000089063	European	20	5049021	5093722
TMEM231	eqtl-a-ENSG00000205084	ENSG00000205084	European	16	75570639	75590184
TMEM234	eqtl-a-ENSG00000160055	ENSG00000160055	European	1	32680078	32687954
TMEM237	eqtl-a-ENSG00000155755	ENSG00000155755	European	2	202484909	202508226
TMEM238	eqtl-a-ENSG00000233493	ENSG00000233493	European	19	55890612	55895660
TMEM240	eqtl-a-ENSG00000205090	ENSG00000205090	European	1	1470158	1476004
TMEM241	eqtl-a-ENSG00000134490	ENSG00000134490	European	18	20875977	21017925
TMEM242	eqtl-a-ENSG00000215712	ENSG00000215712	European	6	157710057	157744551
TMEM243	eqtl-a-ENSG00000135185	ENSG00000135185	European	7	86825476	86849903
TMEM245	eqtl-a-ENSG00000106771	ENSG00000106771	European	9	111777415	111882227
TMEM248	eqtl-a-ENSG00000106609	ENSG00000106609	European	7	66386212	66423538
TMEM25	eqtl-a-ENSG00000149582	ENSG00000149582	European	11	118401907	118418001
TMEM250	eqtl-a-ENSG00000238227	ENSG00000238227	European	9	139006435	139010721
TMEM252	eqtl-a-ENSG00000181778	ENSG00000181778	European	9	71151496	71155799
TMEM253	eqtl-a-ENSG00000232070	ENSG00000232070	European	14	21566995	21571883
TMEM254	eqtl-a-ENSG00000133678	ENSG00000133678	European	10	81838421	81852307
TMEM254-AS1	eqtl-a-ENSG00000230091	ENSG00000230091	European	10	81805989	81838949
TMEM255A	eqtl-a-ENSG00000125355	ENSG00000125355	European	X	119392505	119445316
TMEM255B	eqtl-a-ENSG00000184497	ENSG00000184497	European	13	114462199	114519968
TMEM256	eqtl-a-ENSG00000205544	ENSG00000205544	European	17	7306294	7307416
TMEM258	eqtl-a-ENSG00000134825	ENSG00000134825	European	11	61556421	61560071
TMEM259	eqtl-a-ENSG00000182087	ENSG00000182087	European	19	1009652	1021122
TMEM260	eqtl-a-ENSG00000070269	ENSG00000070269	European	14	57046516	57116233
TMEM262	eqtl-a-ENSG00000187066	ENSG00000187066	European	11	64855848	64856582
TMEM263	eqtl-a-ENSG00000151135	ENSG00000151135	European	12	107349685	107367813
TMEM266	eqtl-a-ENSG00000169758	ENSG00000169758	European	15	76352326	76497304
TMEM267	eqtl-a-ENSG00000151881	ENSG00000151881	European	5	43444354	43484489
TMEM268	eqtl-a-ENSG00000157693	ENSG00000157693	European	9	117373571	117408702
TMEM273	eqtl-a-ENSG00000204161	ENSG00000204161	European	10	50362781	50396436
TMEM30A	eqtl-a-ENSG00000112697	ENSG00000112697	European	6	75962640	75994508
TMEM30B	eqtl-a-ENSG00000182107	ENSG00000182107	European	14	61744088	61748056
TMEM33	eqtl-a-ENSG00000109133	ENSG00000109133	European	4	41937446	41962820
TMEM37	eqtl-a-ENSG00000171227	ENSG00000171227	European	2	120189430	120196080
TMEM38A	eqtl-a-ENSG00000072954	ENSG00000072954	European	19	16771950	16800834
TMEM38B	eqtl-a-ENSG00000095209	ENSG00000095209	European	9	108456822	108538910
TMEM39A	eqtl-a-ENSG00000176142	ENSG00000176142	European	3	119147796	119182462
TMEM39B	eqtl-a-ENSG00000121775	ENSG00000121775	European	1	32537632	32568464
TMEM40	eqtl-a-ENSG00000088726	ENSG00000088726	European	3	12775027	12810956
TMEM41A	eqtl-a-ENSG00000163900	ENSG00000163900	European	3	185207389	185216823
TMEM41B	eqtl-a-ENSG00000166471	ENSG00000166471	European	11	9302201	9336140
TMEM42	eqtl-a-ENSG00000169964	ENSG00000169964	European	3	44903404	44907156
TMEM43	eqtl-a-ENSG00000170876	ENSG00000170876	European	3	14166552	14185180
TMEM44	eqtl-a-ENSG00000145014	ENSG00000145014	European	3	194308407	194354148
TMEM44-AS1	eqtl-a-ENSG00000231770	ENSG00000231770	European	3	194304997	194311561
TMEM45A	eqtl-a-ENSG00000181458	ENSG00000181458	European	3	100211463	100296288
TMEM45B	eqtl-a-ENSG00000151715	ENSG00000151715	European	11	129685743	129729898
TMEM50A	eqtl-a-ENSG00000183726	ENSG00000183726	European	1	25664825	25688852
TMEM50B	eqtl-a-ENSG00000142188	ENSG00000142188	European	21	34804793	34852281
TMEM51	eqtl-a-ENSG00000171729	ENSG00000171729	European	1	15479062	15546974
TMEM52B	eqtl-a-ENSG00000165685	ENSG00000165685	European	12	10323112	10344403
TMEM53	eqtl-a-ENSG00000126106	ENSG00000126106	European	1	45118919	45140153
TMEM59	eqtl-a-ENSG00000116209	ENSG00000116209	European	1	54492354	54519246
TMEM60	eqtl-a-ENSG00000135211	ENSG00000135211	European	7	77423045	77427751
TMEM62	eqtl-a-ENSG00000137842	ENSG00000137842	European	15	43425313	43477342
TMEM63A	eqtl-a-ENSG00000196187	ENSG00000196187	European	1	226033237	226070080
TMEM63B	eqtl-a-ENSG00000137216	ENSG00000137216	European	6	44094651	44123256
TMEM63C	eqtl-a-ENSG00000165548	ENSG00000165548	European	14	77648141	77725838
TMEM64	eqtl-a-ENSG00000180694	ENSG00000180694	European	8	91634223	91658311
TMEM65	eqtl-a-ENSG00000164983	ENSG00000164983	European	8	125318430	125384942
TMEM67	eqtl-a-ENSG00000164953	ENSG00000164953	European	8	94767072	94831466
TMEM68	eqtl-a-ENSG00000167904	ENSG00000167904	European	8	56651317	56685937
TMEM69	eqtl-a-ENSG00000159596	ENSG00000159596	European	1	46153853	46160108
TMEM70	eqtl-a-ENSG00000175606	ENSG00000175606	European	8	74888430	74895018
TMEM71	eqtl-a-ENSG00000165071	ENSG00000165071	European	8	133718085	133788245
TMEM74B	eqtl-a-ENSG00000125895	ENSG00000125895	European	20	1161214	1166564
TMEM79	eqtl-a-ENSG00000163472	ENSG00000163472	European	1	156252723	156262234
TMEM80	eqtl-a-ENSG00000177042	ENSG00000177042	European	11	695639	705028
TMEM81	eqtl-a-ENSG00000174529	ENSG00000174529	European	1	205052257	205053588
TMEM86A	eqtl-a-ENSG00000151117	ENSG00000151117	European	11	18720326	18726332
TMEM86B	eqtl-a-ENSG00000180089	ENSG00000180089	European	19	55738006	55740131
TMEM87A	eqtl-a-ENSG00000103978	ENSG00000103978	European	15	42502645	42565782
TMEM87B	eqtl-a-ENSG00000153214	ENSG00000153214	European	2	112812846	112876891
TMEM88	eqtl-a-ENSG00000167874	ENSG00000167874	European	17	7758384	7759417
TMEM8B	eqtl-a-ENSG00000137103	ENSG00000137103	European	9	35829225	35865512
TMEM9	eqtl-a-ENSG00000116857	ENSG00000116857	European	1	201103900	201140686
TMEM91	eqtl-a-ENSG00000142046	ENSG00000142046	European	19	41869852	41889988
TMEM92	eqtl-a-ENSG00000167105	ENSG00000167105	European	17	48348767	48358846
TMEM92-AS1	eqtl-a-ENSG00000251179	ENSG00000251179	European	17	48358940	48365216
TMEM94	eqtl-a-ENSG00000177728	ENSG00000177728	European	17	73452716	73496533
TMEM97	eqtl-a-ENSG00000109084	ENSG00000109084	European	17	26646226	26655711
TMEM98	eqtl-a-ENSG00000006042	ENSG00000006042	European	17	31255171	31271333
TMEM9B	eqtl-a-ENSG00000175348	ENSG00000175348	European	11	8968749	8986494
TMEM9B-AS1	eqtl-a-ENSG00000254860	ENSG00000254860	European	11	8986222	8997830
TMF1	eqtl-a-ENSG00000144747	ENSG00000144747	European	3	69068978	69101484
TMIE	eqtl-a-ENSG00000181585	ENSG00000181585	European	3	46735268	46752376
TMIGD2	eqtl-a-ENSG00000167664	ENSG00000167664	European	19	4292224	4302386
TMIGD3	eqtl-a-ENSG00000121933	ENSG00000121933	European	1	112025970	112106584
TMLHE	eqtl-a-ENSG00000185973	ENSG00000185973	European	X	154718672	154842613
TMLHE-AS1	eqtl-a-ENSG00000224533	ENSG00000224533	European	X	154696201	154723771
TMOD1	eqtl-a-ENSG00000136842	ENSG00000136842	European	9	100263462	100364025
TMOD2	eqtl-a-ENSG00000128872	ENSG00000128872	European	15	52043794	52108560
TMOD3	eqtl-a-ENSG00000138594	ENSG00000138594	European	15	52121850	52207922
TMPO	eqtl-a-ENSG00000120802	ENSG00000120802	European	12	98909351	98944129
TMPO-AS1	eqtl-a-ENSG00000257167	ENSG00000257167	European	12	98906751	98910004
TMPPE	eqtl-a-ENSG00000188167	ENSG00000188167	European	3	33131914	33138638
TMPRSS11E	eqtl-a-ENSG00000087128	ENSG00000087128	European	4	69313181	69363322
TMPRSS13	eqtl-a-ENSG00000137747	ENSG00000137747	European	11	117771356	117800117
TMPRSS3	eqtl-a-ENSG00000160183	ENSG00000160183	European	21	43791999	43816161
TMPRSS5	eqtl-a-ENSG00000166682	ENSG00000166682	European	11	113558272	113577030
TMPRSS6	eqtl-a-ENSG00000187045	ENSG00000187045	European	22	37461476	37505753
TMPRSS9	eqtl-a-ENSG00000178297	ENSG00000178297	European	19	2360263	2426259
TMSB10	eqtl-a-ENSG00000034510	ENSG00000034510	European	2	85132780	85133795
TMSB15B	eqtl-a-ENSG00000158427	ENSG00000158427	European	X	103173738	103229008
TMSB15B-AS1	eqtl-a-ENSG00000231728	ENSG00000231728	European	X	103136651	103174131
TMSB4X	eqtl-a-ENSG00000205542	ENSG00000205542	European	X	12993229	12995342
TMSB4XP1	eqtl-a-ENSG00000236876	ENSG00000236876	European	1	42965467	42966085
TMSB4XP2	eqtl-a-ENSG00000188765	ENSG00000188765	European	2	3664743	3665347
TMSB4XP4	eqtl-a-ENSG00000223551	ENSG00000223551	European	9	131104436	131105039
TMSB4XP8	eqtl-a-ENSG00000187653	ENSG00000187653	European	4	91759647	91760263
TMSB4Y	eqtl-a-ENSG00000154620	ENSG00000154620	European	Y	15815779	15817904
TMTC1	eqtl-a-ENSG00000133687	ENSG00000133687	European	12	29653746	29937692
TMTC2	eqtl-a-ENSG00000179104	ENSG00000179104	European	12	83080685	83528645
TMTC3	eqtl-a-ENSG00000139324	ENSG00000139324	European	12	88536084	88593664
TMTC4	eqtl-a-ENSG00000125247	ENSG00000125247	European	13	101255879	101327049
TMUB1	eqtl-a-ENSG00000164897	ENSG00000164897	European	7	150778172	150780580
TMUB2	eqtl-a-ENSG00000168591	ENSG00000168591	European	17	42264340	42269297
TMX1	eqtl-a-ENSG00000139921	ENSG00000139921	European	14	51706965	51724373
TMX2	eqtl-a-ENSG00000213593	ENSG00000213593	European	11	57480065	57508445
TMX2P1	eqtl-a-ENSG00000213839	ENSG00000213839	European	9	37885680	37887570
TMX3	eqtl-a-ENSG00000166479	ENSG00000166479	European	18	66340925	66382345
TMX4	eqtl-a-ENSG00000125827	ENSG00000125827	European	20	7957993	8000408
TNC	eqtl-a-ENSG00000041982	ENSG00000041982	European	9	117781854	117880436
TNF	eqtl-a-ENSG00000232810	ENSG00000232810	European	6	31543342	31546113
TNFAIP1	eqtl-a-ENSG00000109079	ENSG00000109079	European	17	26662787	26674035
TNFAIP2	eqtl-a-ENSG00000185215	ENSG00000185215	European	14	103589798	103603776
TNFAIP3	eqtl-a-ENSG00000118503	ENSG00000118503	European	6	138188396	138204449
TNFAIP6	eqtl-a-ENSG00000123610	ENSG00000123610	European	2	152214106	152236560
TNFAIP8	eqtl-a-ENSG00000145779	ENSG00000145779	European	5	118604454	118735383
TNFAIP8L1	eqtl-a-ENSG00000185361	ENSG00000185361	European	19	4639528	4655580
TNFAIP8L2	eqtl-a-ENSG00000163154	ENSG00000163154	European	1	151129125	151132225
TNFRSF10A	eqtl-a-ENSG00000104689	ENSG00000104689	European	8	23047965	23082615
TNFRSF10A-DT	eqtl-a-ENSG00000246582	ENSG00000246582	European	8	23082734	23088439
TNFRSF10B	eqtl-a-ENSG00000120889	ENSG00000120889	European	8	22877646	22926544
TNFRSF10C	eqtl-a-ENSG00000173535	ENSG00000173535	European	8	22960434	22974958
TNFRSF10D	eqtl-a-ENSG00000173530	ENSG00000173530	European	8	22993101	23021540
TNFRSF11A	eqtl-a-ENSG00000141655	ENSG00000141655	European	18	59992543	60058521
TNFRSF12A	eqtl-a-ENSG00000006327	ENSG00000006327	European	16	3070369	3072384
TNFRSF13B	eqtl-a-ENSG00000240505	ENSG00000240505	European	17	16842395	16875432
TNFRSF13C	eqtl-a-ENSG00000159958	ENSG00000159958	European	22	42318036	42322810
TNFRSF14	eqtl-a-ENSG00000157873	ENSG00000157873	European	1	2487810	2495268
TNFRSF14-AS1	eqtl-a-ENSG00000238164	ENSG00000238164	European	1	2481359	2488450
TNFRSF17	eqtl-a-ENSG00000048462	ENSG00000048462	European	16	12059067	12061925
TNFRSF18	eqtl-a-ENSG00000186891	ENSG00000186891	European	1	1138888	1141972
TNFRSF19	eqtl-a-ENSG00000127863	ENSG00000127863	European	13	24144551	24250232
TNFRSF1A	eqtl-a-ENSG00000067182	ENSG00000067182	European	12	6437937	6451242
TNFRSF1B	eqtl-a-ENSG00000028137	ENSG00000028137	European	1	12227048	12269277
TNFRSF21	eqtl-a-ENSG00000146072	ENSG00000146072	European	6	47199268	47277641
TNFRSF25	eqtl-a-ENSG00000215788	ENSG00000215788	European	1	6520846	6526233
TNFRSF4	eqtl-a-ENSG00000186827	ENSG00000186827	European	1	1146720	1149533
TNFRSF8	eqtl-a-ENSG00000120949	ENSG00000120949	European	1	12123360	12204264
TNFRSF9	eqtl-a-ENSG00000049249	ENSG00000049249	European	1	7975931	8000899
TNFSF10	eqtl-a-ENSG00000121858	ENSG00000121858	European	3	172223298	172241220
TNFSF11	eqtl-a-ENSG00000120659	ENSG00000120659	European	13	43136872	43182149
TNFSF12	eqtl-a-ENSG00000239697	ENSG00000239697	European	17	7452375	7461198
TNFSF13	eqtl-a-ENSG00000161955	ENSG00000161955	European	17	7461599	7464918
TNFSF13B	eqtl-a-ENSG00000102524	ENSG00000102524	European	13	108921977	108960832
TNFSF14	eqtl-a-ENSG00000125735	ENSG00000125735	European	19	6661264	6670599
TNFSF4	eqtl-a-ENSG00000117586	ENSG00000117586	European	1	173152870	173176470
TNFSF8	eqtl-a-ENSG00000106952	ENSG00000106952	European	9	117655623	117692875
TNFSF9	eqtl-a-ENSG00000125657	ENSG00000125657	European	19	6531037	6535935
TNIK	eqtl-a-ENSG00000154310	ENSG00000154310	European	3	170776203	171178197
TNIP1	eqtl-a-ENSG00000145901	ENSG00000145901	European	5	150409504	150467246
TNIP2	eqtl-a-ENSG00000168884	ENSG00000168884	European	4	2743375	2758063
TNIP3	eqtl-a-ENSG00000050730	ENSG00000050730	European	4	122052563	122148638
TNK1	eqtl-a-ENSG00000174292	ENSG00000174292	European	17	7284408	7293061
TNK2	eqtl-a-ENSG00000061938	ENSG00000061938	European	3	195590235	195635422
TNK2-AS1	eqtl-a-ENSG00000224614	ENSG00000224614	European	3	195634947	195640135
TNKS	eqtl-a-ENSG00000173273	ENSG00000173273	European	8	9413422	9639856
TNKS1BP1	eqtl-a-ENSG00000149115	ENSG00000149115	European	11	57067116	57092426
TNKS2	eqtl-a-ENSG00000107854	ENSG00000107854	European	10	93558183	93625232
TNKS2-DT	eqtl-a-ENSG00000228701	ENSG00000228701	European	10	93542596	93558048
TNNC1	eqtl-a-ENSG00000114854	ENSG00000114854	European	3	52485116	52488057
TNNC2	eqtl-a-ENSG00000101470	ENSG00000101470	European	20	44451853	44455951
TNNI2	eqtl-a-ENSG00000130598	ENSG00000130598	European	11	1860211	1862908
TNNT1	eqtl-a-ENSG00000105048	ENSG00000105048	European	19	55644066	55660574
TNNT3	eqtl-a-ENSG00000130595	ENSG00000130595	European	11	1940933	1959932
TNPO1	eqtl-a-ENSG00000083312	ENSG00000083312	European	5	72112488	72210215
